"group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_left_image","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt"
"ADHD","start_with_short_delay"," test",2,7,7,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,3,19,1,6,0.5,1,"pNc4qFar",1.09827760001644
"ADHD","start_with_short_delay"," test",2,7,8,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,4,20,1,6,0.5,1,"pNc4qFar",1.36984529998153
"ADHD","start_with_short_delay"," test",2,7,9,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,4,20,1,6,0.5,1,"pNc4qFar",1.61916020000353
"ADHD","start_with_short_delay"," test",2,7,10,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,5,21,1,6,0.5,1,"pNc4qFar",1.88376500003505
"ADHD","start_with_short_delay"," test",2,7,11,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,6,22,1,6,0.5,1,"pNc4qFar",2.63659929996356
"ADHD","start_with_short_delay"," test",2,7,12,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,7,23,1,6,0.5,1,"pNc4qFar",0.872005099954549
"ADHD","start_with_short_delay"," test",2,7,13,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,8,24,1,6,0.5,1,"pNc4qFar",0.49014479998732
"ADHD","start_with_short_delay"," test",2,7,14,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,8,24,1,6,0.5,1,"pNc4qFar",3.12345439998899
"ADHD","start_with_short_delay"," test",2,7,15,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,9,25,1,6,0.5,1,"pNc4qFar",1.99185540003236
"ADHD","start_with_short_delay"," test",2,7,16,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,9,25,1,6,0.5,1,"pNc4qFar",3.78902749996632
"ADHD","start_with_short_delay"," test",2,7,17,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,9,25,1,6,0.5,1,"pNc4qFar",1.51775589998579
"ADHD","start_with_short_delay"," test",2,7,18,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,10,26,1,6,0.5,1,"pNc4qFar",1.70704309997382
"ADHD","start_with_short_delay"," test",2,7,19,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,10,26,1,6,0.5,1,"pNc4qFar",0.950748500006739
"ADHD","start_with_short_delay"," test",2,7,20,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,10,26,1,6,0.5,1,"pNc4qFar",0.680771500046831
"ADHD","start_with_short_delay"," test",2,7,21,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,10,26,1,6,0.5,1,"pNc4qFar",1.21529959997861
"ADHD","start_with_short_delay"," test",2,7,22,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,11,27,1,6,0.5,1,"pNc4qFar",2.09146109997528
"ADHD","start_with_short_delay"," test",2,7,23,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,12,28,1,6,0.5,1,"pNc4qFar",3.23622049996629
"ADHD","start_with_short_delay"," test",2,7,24,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,13,29,1,6,0.5,1,"pNc4qFar",1.1319349000114
"ADHD","start_with_short_delay"," test",2,7,25,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,13,29,1,6,0.5,1,"pNc4qFar",1.58310430002166
"ADHD","start_with_short_delay"," test",3,1,1,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,0,29,1,6,0.5,1,"pNc4qFar",1.56241080001928
"ADHD","start_with_short_delay"," test",3,1,2,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,0,29,1,6,0.5,1,"pNc4qFar",2.7282317999634
"ADHD","start_with_short_delay"," test",3,1,3,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,0,29,1,6,0.5,1,"pNc4qFar",0.827426299976651
"ADHD","start_with_short_delay"," test",3,1,4,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,0,29,1,6,0.5,1,"pNc4qFar",1.09213649999583
"ADHD","start_with_short_delay"," test",3,1,5,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,0,29,1,6,0.5,1,"pNc4qFar",0.440758900018409
"ADHD","start_with_short_delay"," test",3,1,6,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,1,30,1,6,0.5,1,"pNc4qFar",1.94398440001532
"ADHD","start_with_short_delay"," test",3,1,7,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,1,30,1,6,0.5,1,"pNc4qFar",1.69073609996121
"ADHD","start_with_short_delay"," test",3,1,8,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,1,30,1,6,0.5,1,"pNc4qFar",2.02014370000688
"ADHD","start_with_short_delay"," test",3,1,9,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,1,30,1,6,0.5,1,"pNc4qFar",1.53732459997991
"ADHD","start_with_short_delay"," test",3,1,10,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,2,31,1,6,0.5,1,"pNc4qFar",2.87543279997772
"ADHD","start_with_short_delay"," test",3,1,11,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,2,31,1,6,0.5,1,"pNc4qFar",3.0295688000042
"ADHD","start_with_short_delay"," test",3,1,12,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,2,31,1,6,0.5,1,"pNc4qFar",2.28502650000155
"ADHD","start_with_short_delay"," test",3,1,13,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,3,32,1,6,0.5,1,"pNc4qFar",1.26258059998509
"ADHD","start_with_short_delay"," test",3,1,14,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,4,33,1,6,0.5,1,"pNc4qFar",2.16865950002102
"ADHD","start_with_short_delay"," test",3,1,15,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,5,34,1,6,0.5,1,"pNc4qFar",1.81183230003808
"ADHD","start_with_short_delay"," test",3,1,16,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,5,34,1,6,0.5,1,"pNc4qFar",1.25229390000459
"ADHD","start_with_short_delay"," test",3,1,17,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,5,34,1,6,0.5,1,"pNc4qFar",1.67489449999994
"ADHD","start_with_short_delay"," test",3,1,18,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,6,35,1,6,0.5,1,"pNc4qFar",3.1035692000296
"ADHD","start_with_short_delay"," test",3,1,19,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",1.41773679998005
"ADHD","start_with_short_delay"," test",3,1,20,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",1.56006290001096
"ADHD","start_with_short_delay"," test",3,1,21,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",1.50739210000029
"ADHD","start_with_short_delay"," test",3,1,22,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",1.39201120001962
"ADHD","start_with_short_delay"," test",3,1,23,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",1.46240210003452
"ADHD","start_with_short_delay"," test",3,1,24,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,6,35,1,6,0.5,1,"pNc4qFar",2.7634529999923
"ADHD","start_with_short_delay"," test",3,1,25,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,7,36,1,6,0.5,1,"pNc4qFar",2.69738070003223
"ADHD","start_with_short_delay"," test",4,7,1,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,1,37,1,6,0.5,1,"pNc4qFar",1.02960420004092
"ADHD","start_with_short_delay"," test",4,7,2,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,1,37,1,6,0.5,1,"pNc4qFar",1.48313240002608
"ADHD","start_with_short_delay"," test",4,7,3,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,2,38,1,6,0.5,1,"pNc4qFar",1.01249479997205
"ADHD","start_with_short_delay"," test",4,7,4,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,2,38,1,6,0.5,1,"pNc4qFar",0.881643600005191
"ADHD","start_with_short_delay"," test",4,7,5,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,2,38,1,6,0.5,1,"pNc4qFar",1.28566540003521
"ADHD","start_with_short_delay"," test",4,7,6,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,2,38,1,6,0.5,1,"pNc4qFar",2.65149920003023
"ADHD","start_with_short_delay"," test",4,7,7,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,2,38,1,6,0.5,1,"pNc4qFar",3.36654740001541
"ADHD","start_with_short_delay"," test",4,7,8,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,3,39,1,6,0.5,1,"pNc4qFar",2.21955199999502
"ADHD","start_with_short_delay"," test",4,7,9,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,3,39,1,6,0.5,1,"pNc4qFar",2.45561270002509
"ADHD","start_with_short_delay"," test",4,7,10,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,4,40,1,6,0.5,1,"pNc4qFar",2.28733340004692
"ADHD","start_with_short_delay"," test",4,7,11,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,5,41,1,6,0.5,1,"pNc4qFar",3.48832579998998
"ADHD","start_with_short_delay"," test",4,7,12,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,5,41,1,6,0.5,1,"pNc4qFar",1.31353430001764
"ADHD","start_with_short_delay"," test",4,7,13,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,6,42,1,6,0.5,1,"pNc4qFar",3.25251859996933
"ADHD","start_with_short_delay"," test",4,7,14,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,6,42,1,6,0.5,1,"pNc4qFar",2.97144719999051
"ADHD","start_with_short_delay"," test",4,7,15,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,7,43,1,6,0.5,1,"pNc4qFar",0.410244500031695
"ADHD","start_with_short_delay"," test",4,7,16,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,7,43,1,6,0.5,1,"pNc4qFar",2.05931679997593
"ADHD","start_with_short_delay"," test",4,7,17,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,7,43,1,6,0.5,1,"pNc4qFar",1.40890470001614
"ADHD","start_with_short_delay"," test",4,7,18,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,8,44,1,6,0.5,1,"pNc4qFar",1.57732370001031
"ADHD","start_with_short_delay"," test",4,7,19,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,8,44,1,6,0.5,1,"pNc4qFar",3.05110509996302
"ADHD","start_with_short_delay"," test",4,7,20,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,8,44,1,6,0.5,1,"pNc4qFar",0.784360399993602
"ADHD","start_with_short_delay"," test",4,7,21,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,9,45,1,6,0.5,1,"pNc4qFar",1.86460349999834
"ADHD","start_with_short_delay"," test",4,7,22,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,10,46,1,6,0.5,1,"pNc4qFar",2.12615399999777
"ADHD","start_with_short_delay"," test",4,7,23,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,10,46,1,6,0.5,1,"pNc4qFar",2.0338118999498
"ADHD","start_with_short_delay"," test",4,7,24,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,10,46,1,6,0.5,1,"pNc4qFar",1.56932010001037
"ADHD","start_with_short_delay"," test",4,7,25,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,10,46,1,6,0.5,1,"pNc4qFar",0.423338799970224
"ADHD","start_with_short_delay"," test",5,1,1,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,1,47,1,6,0.5,1,"pNc4qFar",1.64968309999676
"ADHD","start_with_short_delay"," test",5,1,2,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,1,47,1,6,0.5,1,"pNc4qFar",1.66401219996624
"ADHD","start_with_short_delay"," test",5,1,3,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,2,48,1,6,0.5,1,"pNc4qFar",1.63040520000504
"ADHD","start_with_short_delay"," test",5,1,4,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,3,49,1,6,0.5,1,"pNc4qFar",0.537767300033011
"ADHD","start_with_short_delay"," test",5,1,5,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,4,50,1,6,0.5,1,"pNc4qFar",1.62537730002077
"ADHD","start_with_short_delay"," test",5,1,6,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,4,50,1,6,0.5,1,"pNc4qFar",1.2128530999762
"ADHD","start_with_short_delay"," test",5,1,7,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,5,51,1,6,0.5,1,"pNc4qFar",2.4823440000182
"ADHD","start_with_short_delay"," test",5,1,8,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,5,51,1,6,0.5,1,"pNc4qFar",2.79972969996743
"ADHD","start_with_short_delay"," test",5,1,9,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,5,51,1,6,0.5,1,"pNc4qFar",1.91601649997756
"ADHD","start_with_short_delay"," test",5,1,10,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,6,52,1,6,0.5,1,"pNc4qFar",2.56313050002791
"ADHD","start_with_short_delay"," test",5,1,11,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,6,52,1,6,0.5,1,"pNc4qFar",1.5416062999866
"ADHD","start_with_short_delay"," test",5,1,12,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,7,53,1,6,0.5,1,"pNc4qFar",1.10395900002914
"ADHD","start_with_short_delay"," test",5,1,13,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,8,54,1,6,0.5,1,"pNc4qFar",2.62965080002323
"ADHD","start_with_short_delay"," test",5,1,14,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,8,54,1,6,0.5,1,"pNc4qFar",0.39237250003498
"ADHD","start_with_short_delay"," test",5,1,15,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,8,54,1,6,0.5,1,"pNc4qFar",1.87800520000746
"ADHD","start_with_short_delay"," test",5,1,16,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,8,54,1,6,0.5,1,"pNc4qFar",1.82814470003359
"ADHD","start_with_short_delay"," test",5,1,17,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,8,54,1,6,0.5,1,"pNc4qFar",1.51944140001433
"ADHD","start_with_short_delay"," test",5,1,18,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,9,55,1,6,0.5,1,"pNc4qFar",1.53187800000887
"ADHD","start_with_short_delay"," test",5,1,19,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,10,56,1,6,0.5,1,"pNc4qFar",2.57169820001582
"ADHD","start_with_short_delay"," test",5,1,20,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,10,56,1,6,0.5,1,"pNc4qFar",1.74930719996337
"ADHD","start_with_short_delay"," test",5,1,21,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,11,57,1,6,0.5,1,"pNc4qFar",1.08892559999367
"ADHD","start_with_short_delay"," test",5,1,22,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,1,12,58,1,6,0.5,1,"pNc4qFar",0.853579999995418
"ADHD","start_with_short_delay"," test",5,1,23,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,13,59,1,6,0.5,1,"pNc4qFar",0.892341500031762
"ADHD","start_with_short_delay"," test",5,1,24,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,14,60,1,6,0.5,1,"pNc4qFar",1.04998349997913
"ADHD","start_with_short_delay"," test",5,1,25,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,14,60,1,6,0.5,1,"pNc4qFar",1.56379559997004
"ADHD","start_with_short_delay"," test",6,7,1,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,1,61,1,6,0.5,1,"pNc4qFar",0.583310099958908
"ADHD","start_with_short_delay"," test",6,7,2,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,1,61,1,6,0.5,1,"pNc4qFar",1.23749149998184
"ADHD","start_with_short_delay"," test",6,7,3,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,2,62,1,6,0.5,1,"pNc4qFar",0.416292099980637
"ADHD","start_with_short_delay"," test",6,7,4,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,1,3,63,1,6,0.5,1,"pNc4qFar",3.25640180002665
"ADHD","start_with_short_delay"," test",6,7,5,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,3,63,1,6,0.5,1,"pNc4qFar",1.37371280003572
"ADHD","start_with_short_delay"," test",6,7,6,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,3,63,1,6,0.5,1,"pNc4qFar",3.37907309998991
"ADHD","start_with_short_delay"," test",6,7,7,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,3,63,1,6,0.5,1,"pNc4qFar",2.30569040001137
"ADHD","start_with_short_delay"," test",6,7,8,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,4,64,1,6,0.5,1,"pNc4qFar",2.687060700031
"ADHD","start_with_short_delay"," test",6,7,9,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,5,65,1,6,0.5,1,"pNc4qFar",2.34406240005046
"ADHD","start_with_short_delay"," test",6,7,10,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,6,66,1,6,0.5,1,"pNc4qFar",2.00006460002623
"ADHD","start_with_short_delay"," test",6,7,11,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,6,66,1,6,0.5,1,"pNc4qFar",2.85529219999444
"ADHD","start_with_short_delay"," test",6,7,12,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,7,67,1,6,0.5,1,"pNc4qFar",3.65402019995963
"ADHD","start_with_short_delay"," test",6,7,13,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,7,67,1,6,0.5,1,"pNc4qFar",2.62058690004051
"ADHD","start_with_short_delay"," test",6,7,14,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,8,68,1,6,0.5,1,"pNc4qFar",1.54564440000104
"ADHD","start_with_short_delay"," test",6,7,15,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,9,69,1,6,0.5,1,"pNc4qFar",1.11975899996469
"ADHD","start_with_short_delay"," test",6,7,16,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,10,70,1,6,0.5,1,"pNc4qFar",1.58669750002446
"ADHD","start_with_short_delay"," test",6,7,17,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,10,70,1,6,0.5,1,"pNc4qFar",1.43606269999873
"ADHD","start_with_short_delay"," test",6,7,18,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,1,11,71,1,6,0.5,1,"pNc4qFar",2.6081475999672
"ADHD","start_with_short_delay"," test",6,7,19,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,11,71,1,6,0.5,1,"pNc4qFar",2.79634479997912
"ADHD","start_with_short_delay"," test",6,7,20,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,1,12,72,1,6,0.5,1,"pNc4qFar",1.53033869998762
"ADHD","start_with_short_delay"," test",6,7,21,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,12,72,1,6,0.5,1,"pNc4qFar",1.8536124000093
"ADHD","start_with_short_delay"," test",6,7,22,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,12,72,1,6,0.5,1,"pNc4qFar",0.527610699995421
"ADHD","start_with_short_delay"," test",6,7,23,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,12,72,1,6,0.5,1,"pNc4qFar",3.24246680003125
"ADHD","start_with_short_delay"," test",6,7,24,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,13,73,1,6,0.5,1,"pNc4qFar",1.96154739998747
"ADHD","start_with_short_delay"," test",6,7,25,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,1,14,74,1,6,0.5,1,"pNc4qFar",1.88552899996284
"ADHD","start_with_short_delay"," test",7,1,1,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,1,75,1,6,0.5,1,"pNc4qFar",0.939696700021159
"ADHD","start_with_short_delay"," test",7,1,2,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,1,75,1,6,0.5,1,"pNc4qFar",1.70430730003864
"ADHD","start_with_short_delay"," test",7,1,3,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,2,76,1,6,0.5,1,"pNc4qFar",1.12126340001123
"ADHD","start_with_short_delay"," test",7,1,4,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,3,77,1,6,0.5,1,"pNc4qFar",0.637130099989008
"ADHD","start_with_short_delay"," test",7,1,5,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,4,78,1,6,0.5,1,"pNc4qFar",2.61908669996774
"ADHD","start_with_short_delay"," test",7,1,6,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,4,78,1,6,0.5,1,"pNc4qFar",1.19473519996973
"ADHD","start_with_short_delay"," test",7,1,7,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,4,78,1,6,0.5,1,"pNc4qFar",2.03748669999186
"ADHD","start_with_short_delay"," test",7,1,8,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,5,79,1,6,0.5,1,"pNc4qFar",1.36083880002843
"ADHD","start_with_short_delay"," test",7,1,9,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,6,80,1,6,0.5,1,"pNc4qFar",1.70683809998445
"ADHD","start_with_short_delay"," test",7,1,10,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,6,80,1,6,0.5,1,"pNc4qFar",0.866990800015628
"ADHD","start_with_short_delay"," test",7,1,11,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,7,81,1,6,0.5,1,"pNc4qFar",0.890570099989418
"ADHD","start_with_short_delay"," test",7,1,12,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,8,82,1,6,0.5,1,"pNc4qFar",0.474722200015094
"ADHD","start_with_short_delay"," test",7,1,13,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,8,82,1,6,0.5,1,"pNc4qFar",1.10452490003081
"ADHD","start_with_short_delay"," test",7,1,14,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,9,83,1,6,0.5,1,"pNc4qFar",1.33993059996283
"ADHD","start_with_short_delay"," test",7,1,15,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"pNc4qFar",0.704952400003094
"ADHD","start_with_short_delay"," test",7,1,16,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,10,84,1,6,0.5,1,"pNc4qFar",0.917598700034432
"ADHD","start_with_short_delay"," test",7,1,17,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,10,84,1,6,0.5,1,"pNc4qFar",2.84906179999234
"ADHD","start_with_short_delay"," test",7,1,18,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,10,84,1,6,0.5,1,"pNc4qFar",0.426688799983822
"ADHD","start_with_short_delay"," test",7,1,19,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,11,85,1,6,0.5,1,"pNc4qFar",0.835644599981606
"ADHD","start_with_short_delay"," test",7,1,20,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,12,86,1,6,0.5,1,"pNc4qFar",1.63516809995053
"ADHD","start_with_short_delay"," test",7,1,21,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,12,86,1,6,0.5,1,"pNc4qFar",1.50687260000268
"ADHD","start_with_short_delay"," test",7,1,22,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,13,87,1,6,0.5,1,"pNc4qFar",0.587018099962734
"ADHD","start_with_short_delay"," test",7,1,23,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,14,88,1,6,0.5,1,"pNc4qFar",0.440881399961654
"ADHD","start_with_short_delay"," test",7,1,24,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,14,88,1,6,0.5,1,"pNc4qFar",0.3947433999856
"ADHD","start_with_short_delay"," test",7,1,25,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,15,89,1,6,0.5,1,"pNc4qFar",1.38499789999332
"ADHD","start_with_short_delay"," test",8,7,1,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,1,90,1,6,0.5,1,"pNc4qFar",1.47870289999992
"ADHD","start_with_short_delay"," test",8,7,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,2,91,1,6,0.5,1,"pNc4qFar",0.431176499987487
"ADHD","start_with_short_delay"," test",8,7,3,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,3,92,1,6,0.5,1,"pNc4qFar",1.85161430004518
"ADHD","start_with_short_delay"," test",8,7,4,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,4,93,1,6,0.5,1,"pNc4qFar",2.84616610000376
